"title","genres","vote_average","vote_count","director","popularity","cast","keywords","index"
"Bolt","Animation Family Adventure Comedy",6.3,1750,"Chris Williams",41.845878000000006,"John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell","hamster kids and family animal cat vs dog duringcreditsstinger",130
"G-Force","Fantasy Action Adventure Family Comedy",5.1,510,"Hoyt Yeatman",26.710397999999998,"Sam Rockwell Pen\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi","dyr duringcreditsstinger",131
"Wrath of the Titans","Adventure",5.5,1431,"Jonathan Liebesman",44.927634999999995,"Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\u00edrez Toby Kebbell","underworld hades mythology greek mythology zeus",132
"Dark Shadows","Comedy Fantasy",5.7,2320,"Tim Burton",50.306728,"Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller","witch imprisonment vampire curse fish out of water",133
"Mission: Impossible - Rogue Nation","Action Adventure Thriller",7.1,3224,"Christopher McQuarrie",114.52223700000002,"Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames","london england spy austria villain sequel",134
"The Wolfman","Drama Horror Thriller",5.5,549,"Joe Johnston",21.214571,"Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes","father son relationship victorian england remake rural setting werewolf",135
"Bee Movie","Family Animation Adventure Comedy",5.7,1171,"Steve Hickner",29.332905,"Jerry Seinfeld Ren\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton","factory worker tennis flower florist flower shop",136
"Kung Fu Panda 2","Animation Family",6.7,1880,"Jennifer Yuh Nelson",51.247321,"Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan","martial arts hope fleet panda mission",137
"The Last Airbender","Action Adventure Family Fantasy",4.7,1151,"M. Night Shyamalan",33.769335999999996,"Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub","fire ice war ship prince kingdom",138
"Mission: Impossible III","Adventure Action Thriller",6.5,2028,"J.J. Abrams",63.079003,"Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers","berlin cia vatican white house secret identity",139
"White House Down","Action Drama Thriller",6.4,1891,"Roland Emmerich",39.004588,"Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins","usa president conspiracy secret service the white house",140
"Mars Needs Moms","Adventure Animation Family",5.5,199,"Simon Wells",12.362599000000001,"Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois","boy alien rescue martian alien abduction",141
"Flushed Away","Adventure Animation Comedy Family",6,874,"David Bowers",22.550135,"Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy","london england underworld return ship frog",142
"Pan","Adventure Family Fantasy",5.9,954,"Joe Wright",48.03528,"Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried","flying magic fairy tale peter pan mermaid",143
"Mr. Peabody & Sherman","Animation Adventure Family",6.7,843,"Rob Minkoff",38.73494,"Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper","father son relationship egypt intelligence adoption time travel",144
"Troy","Adventure Drama War",6.9,2759,"Wolfgang Petersen",66.803149,"Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean","brother brother relationship adultery mythology beauty trojan war",145
"Madagascar 3: Europe's Most Wanted","Animation Family",6.4,1808,"Conrad Vernon",44.989191999999996,"Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock","madagascar 3d",146
"Die Another Day","Adventure Action Thriller",5.8,1092,"Lee Tamahori",54.159392000000004,"Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens","laser british secret service secret service agent space based weapon",147
"Ghostbusters","Action Fantasy Comedy",5.3,2142,"Paul Feig",66.21806,"Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth","female friendship ghost hunting reboot ghost",148
"Armageddon","Action Thriller Science Fiction Adventure",6.4,2482,"Michael Bay",58.485967,"Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton","saving the world paris moon cataclysm asteroid",149
"Men in Black II","Action Adventure Comedy Science Fiction",6,3114,"Barry Sonnenfeld",91.332849,"Tommy Lee Jones Will Smith Rip Torn Lara Flynn Boyle Johnny Knoxville","saving the world secret identity sun glasses undercover space marine",150
"Beowulf","Adventure Action Animation",5.5,841,"Robert Zemeckis",35.60166500000001,"Ray Winstone Angelina Jolie Anthony Hopkins Robin Wright John Malkovich","denmark nordic mythology lie pride and vanity folk hero",151
"Kung Fu Panda 3","Action Adventure Animation Comedy Family",6.7,1603,"Jennifer Yuh Nelson",56.747978,"Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons","china martial arts kung fu village panda",152
"Mission: Impossible - Ghost Protocol","Action Thriller Adventure",6.8,3972,"Brad Bird",77.77476999999998,"Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor","fight sequel mission explosion broken arm",153
"Rise of the Guardians","Fantasy Animation Family",7.1,1922,"Peter Ramsey",61.788035,"Chris Pine Alec Baldwin Jude Law Isla Fisher Hugh Jackman","dream santa claus nightmare easter bunny tooth fairy",154
"Fun with Dick and Jane","Comedy",5.9,627,"Dean Parisot",25.159167999999998,"Jim Carrey T\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon","based on novel desperation robber hold-up robbery remake",155
"The Last Samurai","Drama Action War History",7.3,1895,"Edward Zwick",52.341226,"Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly","japan war crimes sense of guilt swordplay general",156
"Exodus: Gods and Kings","Adventure Drama Action",5.6,1921,"Ridley Scott",101.599427,"Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn","moses bible ancient egypt 3d ramses",157
"Star Trek","Science Fiction Action Adventure",7.4,4518,"J.J. Abrams",73.61680799999998,"Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood","spacecraft teleportation space mission parachute time travel",158
"Spider-Man","Fantasy Action",6.8,5265,"Sam Raimi",82.502566,"Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson","loss of lover spider thanksgiving bad boss hostility",159
"How to Train Your Dragon 2","Fantasy Action Adventure Animation Comedy",7.6,3106,"Dean DeBlois",100.21391,"Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett","father son relationship wife husband relationship sacrifice viking sequel",160
"Gods of Egypt","Fantasy",5.3,1277,"Alex Proyas",56.257249,"Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung","egypt underworld fight mythology nile",161
"Stealth","Action",4.9,331,"Rob Cohen",17.88953,"Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh","artificial intelligence u.s. navy aftercreditsstinger",162
"Watchmen","Action Mystery Science Fiction",7,2811,"Zack Snyder",64.798873,"Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson","dc comics secret identity mass murder retirement based on comic book",163
"Lethal Weapon 4","Action Adventure Comedy Crime Thriller",6.3,767,"Richard Donner",24.855701,"Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li","lapd house on fire revolver",164
"Hulk","Drama Action Science Fiction",5.3,1533,"Ang Lee",34.981698,"Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte","california san francisco monster general gun",165
"G.I. Joe: Retaliation","Adventure Action Science Fiction Thriller",5.4,3025,"Jon M. Chu",59.325589,"Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park","terror assassin secret technology missile",166
"Sahara","Action Adventure Comedy Drama Mystery",5.7,434,"Breck Eisner",21.605567999999998,"Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James","tyrant ironclad ship",167
"Final Fantasy: The Spirits Within","Adventure Action Animation Fantasy Science Fiction",5.9,433,"Hironobu Sakaguchi",26.074907999999997,"Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi","battle assignment dystopia alien downfall scientist",168
"Captain America: The First Avenger","Action Adventure Science Fiction",6.6,7047,"Joe Johnston",74.50624599999998,"Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan","new york usa world war ii nazis marvel comic",169
"The World Is Not Enough","Adventure Action Thriller",6,862,"Michael Apted",39.604363,"Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane","british mission oil heiress bilbao spain",170
"Master and Commander: The Far Side of the World","Adventure",6.9,790,"Peter Weir",36.973031,"Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan","naturalist frigate self surgery sea battle weevil",171
"The Twilight Saga: Breaking Dawn - Part 2","Adventure Fantasy Drama Romance",6.1,2553,"Bill Condon",99.687084,"Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser","vampire romance villainess super strength imprinting",172
"Happy Feet Two","Animation Comedy Family",5.8,373,"George Miller",17.7735,"Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez","penguin musical aftercreditsstinger 3d",173
"The Incredible Hulk","Science Fiction Action Adventure",6.1,3021,"Louis Leterrier",62.898336,"Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson","new york rio de janeiro marvel comic superhero based on comic book",174
"The BFG","Adventure Family Fantasy",6,1000,"Steven Spielberg",44.19092,"Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader","london england england based on novel queen little girl",175
"The Revenant","Western Drama Adventure Thriller",7.3,6396,"Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu",100.635882,"Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson","father son relationship rape based on novel mountains winter",176
"Turbo","Animation Family",6.1,1074,"David Soren",44.765377,"Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n","underdog car race dream speed power",177
"Rango","Animation Comedy Family Western Adventure",6.6,2051,"Gore Verbinski",29.913529999999998,"Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina","sheriff nevada pet rango chameleon",178
"Penguins of Madagascar","Family Animation Adventure Comedy",6.5,1346,"Eric Darnell",84.366984,"Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich","penguin madagascar 3d",179
"The Bourne Ultimatum","Action Drama Mystery Thriller",7.3,2888,"Paul Greengrass",45.381501,"Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine","paris corruption madrid assassin based on novel",180
"Kung Fu Panda","Adventure Animation Family Comedy",6.9,3145,"Mark Osborne",84.68964799999998,"Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu","china martial arts kung fu mentor snake",181
"Ant-Man","Science Fiction Action Adventure",7,5880,"Peyton Reed",120.09361000000001,"Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale","marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger",182
"The Hunger Games: Catching Fire","Adventure Action Science Fiction",7.4,6495,"Francis Lawrence",76.310119,"Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks","competition based on novel mentor secret factory",183
"Home","Fantasy Comedy Animation Science Fiction Family",6.8,1519,"Tim Johnson",63.473086,"Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones","friendship spaceship space alien alien invasion",184
"War of the Worlds","Adventure Thriller Science Fiction",6.2,2322,"Steven Spielberg",48.572726,"Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins","post traumatic stress  disorder new jersey airplane dystopia daughter",185
"Bad Boys II","Adventure Action Comedy Thriller Crime",6.3,1564,"Michael Bay",38.068736,"Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare","miami ku klux klan cuba undercover mexican standoff",186
"Puss in Boots","Action Adventure Animation Family Fantasy",6.4,451,"Chris Miller",20.678787,"Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris","adventure fairy-tale figure",187
"Salt","Action Mystery Thriller",6.2,2093,"Phillip Noyce",48.829437,"Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl","assassination spy cia kidnapping cold war",188
"Noah","Drama Adventure",5.6,2350,"Darren Aronofsky",46.115758,"Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins","bible god noah 3d",189
"The Adventures of Tintin","Adventure Animation Mystery",6.7,2061,"Steven Spielberg",89.938296,"Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg","riddle captain treasure liquor treasure hunt",190
"Harry Potter and the Prisoner of Azkaban","Adventure Fantasy Family",7.7,5877,"Alfonso Cuar\u00f3n",79.679601,"Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis","flying traitor magic cutting the cord child hero",191
"Australia","Drama",6.3,694,"Baz Luhrmann",28.840996999999998,"Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown","missionary world war ii ranch australia british",192
"After Earth","Science Fiction Action Adventure",5,2532,"M. Night Shyamalan",42.840582,"Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower","dystopia",193
"Dinosaur","Animation Family",6.2,542,"Ralph Zondag",26.548594,"D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere","cataclysm asteroid leader comet animation",194
"Night at the Museum: Secret of the Tomb","Adventure Comedy Fantasy Family",6.1,1851,"Shawn Levy",115.597753,"Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson","night watchman museum natural history history smithsonian",195
"Megamind","Animation Action Comedy Family Science Fiction",6.7,1918,"Tom McGrath",68.757242,"Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross","saving the world date prison secret identity fish",196
"Harry Potter and the Philosopher's Stone","Adventure Fantasy Family",7.5,7006,"Chris Columbus",109.984351,"Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton","witch christmas party magic cutting the cord halloween",197
"R.I.P.D.","Fantasy Action Comedy Crime",5.4,1260,"Robert Schwentke",39.448066,"Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker","gold police operation partner revenge undead",198
"Pirates of the Caribbean: The Curse of the Black Pearl","Adventure Fantasy Action",7.5,6985,"Gore Verbinski",271.972889,"Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport","exotic island blacksmith east india trading company gold marriage proposal",199
"The Hunger Games: Mockingjay - Part 1","Science Fiction Adventure Thriller",6.6,5584,"Francis Lawrence",206.227151,"Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland","resistance post-apocalyptic dystopia war sequel",200
"The Da Vinci Code","Thriller Mystery",6.5,2704,"Ron Howard",45.313196999999995,"Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno","paris holy grail christianity monk based on novel",201
"Rio 2","Animation Adventure Comedy Family",6.3,978,"Carlos Saldanha",42.400240000000004,"Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda","bird sequel jungle audition amazon rainforest",202
"X2","Adventure Action Science Fiction Thriller",6.8,3506,"Bryan Singer",2.871739,"Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen","mutant marvel comic superhero based on comic book superhuman",203
"Fast Five","Action Thriller Crime",7.1,2438,"Justin Lin",7.255717999999999,"Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris","brazil fbi freedom escape from prison car crash",204
"Sherlock Holmes: A Game of Shadows","Adventure Action Crime Mystery",7,3886,"Guy Ritchie",81.49962099999998,"Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly","detective inspector steampunk criminal mastermind",205
